"Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13"
-0.571739297122481,-0.573612870468668,-0.0914268992892166,-0.569060433824521,-0.574169776624617,-0.693851578765535,-0.0107983169736704,-0.0107937184222113,-0.0476691119157389,-0.0476022184555816,-0.370935130162099,-0.432070641108782,-0.491362225288664
-0.724753966098176,-0.728432458663041,-0.0960859845076017,-0.722145370861071,-0.728793735332171,-1.22463963279127,-0.010828836273816,-0.0108232332984921,-0.0485993216700016,-0.0484937332522626,-0.47806448527712,-0.510432777174516,-0.671203637388782
-0.511500166231574,-0.514157392105398,-0.0902621279846203,-0.505275043392625,-0.514766124596933,-0.181783084371825,-0.0108460928657502,-0.0108438049994254,-0.0479522192322536,-0.0479510720716742,-0.332002796926881,-0.487919191526584,-0.339877723107643
-0.633232609565868,-0.635180320878977,-0.0937564418984091,-0.632845824256417,-0.635669572397167,-0.899513767695799,-0.0107593577682994,-0.0107524311622961,-0.0449998143600285,-0.0448630715440399,-0.324584762610086,-0.418422540820397,-0.67863631812534
-0.579293763662913,-0.581153230772018,-0.0925916705938128,-0.5818175119109,-0.581701403310911,-0.507098674733841,-0.0108420236257308,-0.0108370916238295,-0.0480331070369721,-0.0479381515673744,-0.376251717340547,-0.607778950648723,-0.313741650797682
-0.492425307700976,-0.494695150215616,-0.0902621279846203,-0.492517965306246,-0.495330524843455,-0.441643457777254,-0.0107561928038398,-0.0107541814352194,-0.0501766338620123,-0.0501346372983277,-0.416794089981407,-0.472907051853081,-0.249489472297766
-0.700228502334099,-0.703344127506672,-0.0949212132030054,-0.709388292774692,-0.703741876380007,-1.06591547480321,-0.0108959787341363,-0.0108894799298194,-0.0422091850972403,-0.0420464016066999,-0.47806448527712,-0.607778950648723,-0.511011914646493
-0.519120166582856,-0.517897661772124,-0.0902621279846203,-0.518032121479004,-0.51856242599934,-0.562814661341333,-0.0107720929824342,-0.0107629807525184,0.662566257415023,0.670713218087618,0.334506598682926,-0.607778950648723,-0.692856403782681
-0.486877531644511,-0.481091715755808,-0.089097356680024,-0.492517965306246,-0.481867715240475,0.159532670135135,-0.0109696771922657,-0.0109581481716295,0.274709233789831,0.282800917496981,0.313620535350219,-0.607778950648723,-0.692856403782681
0.151878262926732,0.176191191008044,-0.0727905584156762,0.158093017099093,0.174417531017552,1.4812221186141,-0.0105960606734462,-0.0105797295750901,-0.0333115265782057,-0.0328082410323967,0.363862654594398,0.0538418026311844,-0.0056424635231157
-0.374970640364599,-0.368228513181239,-0.0867678140708315,-0.377704262528833,-0.36914152361674,-0.71487313829826,-0.0104236454666978,-0.0104071958222739,0.666246652529715,0.67860764621475,0.814288464022062,-0.607778950648723,-0.692856403782681
-0.348668984347821,-0.338047374819212,-0.0856030427662352,-0.352190106356075,-0.339053037274876,-0.0964067144284498,-0.0107445879341548,-0.0107285267499062,0.421075716427951,0.432704608382388,0.960957621227804,-0.607778950648723,-0.692856403782681
-0.607986273882437,-0.610285313588746,-0.0925916705938128,-0.607331668083658,-0.61079562023786,-0.978913791743138,-0.0104057106680937,-0.0104017052400901,-0.0448784826529507,-0.0447984690225413,-0.47806448527712,-0.388083838835466,-0.541090093801221
-0.69534284374588,-0.696851363700575,-0.0949212132030054,-0.696631214688313,-0.697280559915253,-1.36309480813722,-0.0109786445915677,-0.0109672831577083,-0.0327857558475355,-0.032136374808811,-0.472523184009847,-0.530298430999134,-0.600250517725037
-0.446827334068657,-0.439641619808075,-0.089097356680024,-0.441489652960729,-0.44048429965052,0.338633321749682,-0.0108825653133316,-0.0108692678740073,-0.00997539491691932,-0.0087761030349086,0.534094689114007,-0.607778950648723,-0.692856403782681
-0.562087748634839,-0.56268314155373,-0.0914268992892166,-0.569060433824521,-0.563271550829953,-0.661471799942567,-0.0106411990951431,-0.0106336283905891,0.367568433606665,0.370712028752308,-0.47806448527712,-0.439864931696966,-0.393915970022357
-0.529772800525901,-0.529404444189379,-0.0902621279846203,-0.530789199565383,-0.53004387043349,0.471441008328266,-0.0109432271321395,-0.0109361378902113,-0.0284178143927366,-0.0281180979715966,-0.380029877295506,-0.405253780926105,-0.443712689304339
0.805770108017812,0.816878155769099,-0.0564837601513283,0.821461077590812,0.814618711942366,1.8246122027019,-0.0104765455869501,-0.0104748091050618,0.165551141322219,0.16544397694258,3.19468974570962,-0.208941540877397,-0.222096473150623
-0.735691333150433,-0.739205339912999,-0.0960859845076017,-0.73490244894745,-0.739557813666092,-1.14615661419888,-0.0109375000535937,-0.0109295683726638,-0.0344439558442646,-0.0341261324709686,-0.47806448527712,-0.574903289536216,-0.625877414577388
-0.68519640199699,-0.686349865387231,-0.0949212132030054,-0.683874136601934,-0.68679625436042,-1.37253047805985,-0.0109672657907727,-0.0109556546321224,-0.0146668875905921,-0.0135825306344062,-0.47568893633812,-0.515918219176364,-0.591163817341589
-0.744493201883601,-0.747721073835311,-0.0960859845076017,-0.74765952703383,-0.748069362445298,-1.38343968088595,-0.0110174530843455,-0.011006868097383,-0.0406723168075889,-0.0402375310047385,-0.474501161868619,-0.601601470585951,-0.623248275893754
0.319949889891927,0.332313709107775,-0.0692962445018873,0.336692110308402,0.330558001660988,1.45876497123121,-0.0104601179142792,-0.0104540455933972,-0.0392972241273745,-0.0391651291478613,1.74799278878639,-0.17722492792038,-0.300498285357769
-0.41086057084475,-0.411740973542437,-0.0879325853754277,-0.403218418701591,-0.41248765285692,0.907619396105643,-0.0109665122278061,-0.0109624399367426,-0.0133726827150962,-0.0133758025656106,-0.131725747915778,-0.390909018714473,-0.344871805662
0.275122503483745,0.307569713290337,-0.0704610158064836,0.285663797962885,0.305527663691831,0.118197858731439,-0.00974898054273837,-0.00971298483296891,0.208057682701789,0.214528972777235,-0.416154519113215,0.445375051220506,0.519443926546832
-0.341618450214961,-0.330750675539596,-0.0856030427662352,-0.339433028269695,-0.33176746716096,-0.813897079081472,-0.00997678262752886,-0.00994533955761335,0.0356857708466722,0.0379961225300951,-0.47806448527712,0.3544529637996,-0.692856403782681
-0.377020266793607,-0.372950722183134,-0.0867678140708315,-0.377704262528833,-0.373815881125826,1.64193839190084,-0.010928005160215,-0.0109202415758537,0.436646618836261,0.441942768956691,-0.477748403921411,-0.134830275573421,-0.318356253529858
-0.749148362240553,-0.753191044960942,-0.0960859845076017,-0.74765952703383,-0.753520627440931,-1.41353010815933,-0.00960874247466193,-0.0096027416151467,-0.0359808241339161,-0.0358187185342326,-0.47806448527712,-0.570169995805484,-0.678660335835605
-0.469025217654259,-0.47068870318559,-0.089097356680024,-0.467003809133487,-0.471360453970435,-0.482877082372128,-0.0107943984462443,-0.010791440669777,0.237015516791011,0.236687637651263,-0.47806448527712,-0.0868638691279296,-0.563780425278551
-0.690441366651595,-0.693004583526468,-0.0949212132030054,-0.696631214688313,-0.693421847662126,-0.580965045173739,-0.0109867830716066,-0.010979367233781,-0.031572438776758,-0.0312319395078303,-0.47806448527712,-0.523365720090364,-0.584867974890889
-0.769305658543472,-0.773401778498482,-0.0972507558121979,-0.773173683206588,-0.773708026867448,-1.4087363830914,-0.0108494838990997,-0.010835557137979,0.146299843799217,0.151270183725782,-0.47806448527712,-0.593599106193259,-0.680527312513508
-0.745193735723725,-0.748899984656732,-0.0960859845076017,-0.74765952703383,-0.74923866918867,-1.16625484410111,-0.0109457138899291,-0.0109376483997204,-0.0186303900217985,-0.0181305481479094,-0.47806448527712,-0.569548856966837,-0.654461692153657
-0.685905974983438,-0.689653879688108,-0.0949212132030054,-0.683874136601934,-0.690055965919856,-1.23281046760363,-0.010382877710207,-0.0103830036937871,0.00660660505037255,0.00652177405596555,-0.47806448527712,-0.607778950648723,-0.480964157924767
-0.643392610034245,-0.64635152224558,-0.0937564418984091,-0.645602902342796,-0.64681313739811,-1.1220615053482,-0.0103926740287722,-0.01039000478548,0.726710286556792,0.727408390954811,-0.47806448527712,-0.312326478544704,-0.692856403782681
0.481951730100437,0.489944153363372,-0.0646371592835022,0.502534125431332,0.488085858342264,2.6586191777132,-0.0107265024229574,-0.0107235156945507,0.0926712292708533,0.0926369352136313,2.24524061841404,-0.14069795686059,-0.213776738314958
-0.197026005826819,-0.195049723420098,-0.0821087288524464,-0.186348091233145,-0.196074799838424,1.11536856296786,-0.0107842253461958,-0.0107804115527264,0.283728224015943,0.283963762883956,-0.428782957028025,-0.00434488083432771,-0.0709145941189357
-0.676713163171748,-0.679037116579105,-0.0949212132030054,-0.683874136601934,-0.679472663843192,-1.15881128947716,-0.010999593642038,-0.0109924103635103,-0.0248587509851228,-0.0244745157590742,-0.392275560443638,-0.569305333551189,-0.567663288437999
