"IMO Number...1","Name...2","Ship type","Total fuel consumption [m tonnes]","Total CO₂ emissions [m tonnes]","Total CH₄ emissions [m tonnes]","Total N₂O emissions [m tonnes]","Total CO₂eq emissions [m tonnes]","Time spent at sea [hours]","Fuel consumption per distance [kg / n mile]","CO₂ emissions per distance [kg CO₂ / n mile]","Fuel consumption per transport work (mass) [g / m tonnes · n miles]","CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles]","CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes]"
"9637088","ARDMORE SEAVANGUARD","Chemical tanker",1232.22,3864.82,0.06,0.22,3925.32,1117.86,89.47,280.61,2.66,8.33,199.73,415.05,2955.81
"9637117","DORIC PIONEER","Chemical tanker",467.4,1455.48,0.02,0.08,1478.43,564,69.48,216.36,2.22,6.92,0,0,1455.48
"9637129","DORIC BREEZE","Chemical tanker",3819.27,11948.25,0.19,0.69,12135.77,3793,86.34,270.11,2.86,8.94,595.8,6400.61,4096.61
"9637131","GOLDENEYE","Bulk carrier",833.63,2589.93,0.04,0.15,2630.86,1007.51,72.72,225.94,3.1,9.64,778.54,1093.4,665.66
"9637143","CRESTY","Bulk carrier",437.85,1378.14,0.02,0.08,1399.64,614.17,61.26,192.81,2.52,7.94,0,1081.62,242.34
"9637155","HYUNDAI PLATINUM","Container ship",1223.35,3809.51,0.06,0.22,3869.58,717.08,123.46,384.45,2.77,8.62,0,0,3809.51
"9637210","MITSOS","Bulk carrier",2052.81,6434.87,0.1,0.37,6535.66,1946.33,98.82,309.76,2.68,8.39,0,708.51,5606.08
"9637222","HMM DREAM","Container ship",6088.93,18980.95,0.3,1.1,19279.91,1746.5,242.15,754.86,2.27,7.07,965.73,9305.77,8175.53
"9637260","HMM PRIDE","Container ship",7744.6,24153.91,0.39,1.39,24534.17,2705.18,226.42,706.17,2.43,7.59,2385.5,12498.94,8648.2
"9637296","ARUNA ISMAIL","Bulk carrier",1546.94,4868.25,0.08,0.28,4944.21,1893.36,70.49,221.84,1.83,5.77,363.98,2153.07,2166.12
"9637416","SSI CONQUEST","Bulk carrier",2599.23,8135.26,0.13,0.47,8262.88,2302.27,90.47,283.15,2.64,8.27,291.14,1403.9,6089.69
"9637428","SSI DAUNTLESS","Bulk carrier",1400.91,4387.91,0.07,0.25,4456.69,1315.91,84.77,265.52,2.9,9.1,29.02,1126.08,2979.19
"9637430","ASIA SPIRIT","Bulk carrier",704.45,2210.85,0.04,0.13,2245.44,868.56,99.22,311.39,4.91,15.39,63.16,1491.63,506.11
"9638135","ALDA","Bulk carrier",1315.48,4112.29,0.07,0.24,4176.88,325.08,66.01,206.36,18.21,56.93,687.86,1752.75,1470.97
"9638147","WOOYANG CLES","Bulk carrier",423.42,1335.1,0.02,0.08,1355.89,508.4,64.99,204.93,4.56,14.39,43.88,756.99,494.86
"9638173","CYMONA ENERGY","Bulk carrier",992.58,3131.18,0.05,0.18,3179.91,1178.69,76.42,241.08,2.15,6.79,229.57,1236.29,1602.05
"9638496","ARMONIA","Bulk carrier",1645.45,5176.98,0.08,0.3,5257.77,1604.85,105.23,331.07,2.07,6.51,280.97,3035.44,1746.14
"9638501","THOR CHAICHANA","Bulk carrier",465.51,1457.58,0.02,0.08,1480.43,510.34,95.73,299.76,2.93,9.17,0,334.4,957.41
"9638551","NAVE RIGEL","Oil tanker",1916.6,6010.39,0.1,0.34,6104.5,1835.18,126.84,397.75,3.4,10.66,0,4163.24,1329.03
"9638563","NAVE ATROPOS","Oil tanker",1562.81,4937.71,0.08,0.28,5014.44,972.8,135.93,429.47,3.45,10.91,394.98,2556.39,1285.45
"9638604","SIMAG BEIJING","General cargo ship",736.78,2296.23,0.04,0.13,2332.4,925.2,71.63,223.24,6.34,19.75,0,498.91,1767.08
"9638769","ARKLOW BANK","General cargo ship",1498.27,4758.67,0.07,0.27,4832.23,4413.92,32.68,103.8,6.9,21.92,3273.66,719.07,624.92
"9638771","ARKLOW BAY","General cargo ship",1349.79,4287.33,0.07,0.24,4353.6,3663.76,34.34,109.07,7.01,22.28,2832.75,678.74,604.03
"9638783","ARKLOW BEACH","General cargo ship",1335.77,4234.66,0.07,0.24,4300.24,3770.68,34.13,108.2,7.18,22.78,2781.78,753.58,551.46
"9638795","ARKLOW BEACON","General cargo ship",1372.83,4351.32,0.07,0.25,4418.73,3759.06,34.87,110.51,8.42,26.68,2856.56,712.83,635.24
"9638800","ARKLOW BRAVE","General cargo ship",1305.16,4136.07,0.07,0.23,4200.15,3563.52,35.92,113.85,7.12,22.55,2845.99,605.91,553.17
"9638812","ARKLOW BREEZE","General cargo ship",1373.26,4340.57,0.07,0.25,4408,3750.02,37.38,118.16,7.49,23.68,3121.74,512.77,497.72
"9639452","ZHI YUAN KOU","Other ship types",1480.25,4609.55,0.07,0.27,4682.24,985.65,156.65,487.83,17.9,55.75,0,0,4609.55
"9639517","BACON","Bulk carrier",1573.64,4901.04,0.08,0.28,4978.31,938.1,162.79,507.01,0.87,2.71,0,0,4901.04
"9639529","MARINI","Bulk carrier",1735.69,5411.5,0.09,0.31,5496.72,887,201.36,627.78,1.61,5.02,0,2086.49,3207.94
"9639684","KOULITSA 2","Bulk carrier",2263.47,7066.55,0.11,0.41,7177.68,2623,86.2,269.12,1.67,5.22,0,1821,4915
"9639696","TAO ACE","Bulk carrier",748.63,2344.27,0.04,0.13,2381.03,1330.6,67.36,210.93,7.13,22.32,329.6,1233.21,706.12
"9639751","SPRING SEA","Bulk carrier",1183.97,3730.31,0.06,0.21,3788.44,1320.82,87.42,275.44,3.14,9.9,521.2,1774.05,1236.69
"9639763","SUMMER SEA","Bulk carrier",1614.21,5081.88,0.08,0.29,5161.14,2030.47,77.69,244.58,3.48,10.95,566.96,2448.85,1642.8
"9639775","AUTUMN SEA","Bulk carrier",45.55,141.84,0,0.01,144.08,68.86,65.25,203.18,1.98,6.16,0,0,141.84
"9639907","CHIOS SUNRISE","Bulk carrier",982.34,3081.9,0.05,0.18,3130.14,1044.41,89.81,281.76,2.96,9.29,485.61,1125.32,1296.97
"9640059","TEXEL ISLAND","Bulk carrier",1302.47,4068.51,0.07,0.23,4132.46,1529.9,79.56,248.51,1.96,6.11,469.01,620.52,2917.91
"9640097","TG LEO","Chemical tanker",600.57,1874.99,0.03,0.11,1904.48,810.23,69.85,218.07,4.83,15.07,17.17,407.25,1368.04
"9640102","GOLDEN RAY","Chemical tanker",3062.3,9657.86,0.15,0.55,9808.22,3798.67,74.31,234.35,5.96,18.81,2778.39,2490.49,3114.69
"9640138","CHEM AMSTERDAM","Chemical tanker",2642.39,8332.03,0.13,0.48,8461.77,3641.22,62.17,196.03,5.29,16.69,1068.78,2742.09,4134.54
"9640140","CHEM ROTTERDAM","Chemical tanker",1639.64,5173.78,0.08,0.3,5254.28,2289.35,69.83,220.35,4.66,14.7,1016.86,1827.5,2072.94
"9640592","PROPEL SHAKTI","Bulk carrier",453.12,1417.57,0.02,0.08,1439.82,493,83,259.65,2.13,6.66,0,1145.81,175.67
"9640607","PROPEL SUCCESS","Bulk carrier",1467.84,4580.74,0.07,0.26,4652.81,1564,80.37,250.81,3.46,10.79,364.32,614.76,3459.97
"9640621","FURNESS VICTORIA","Bulk carrier",1921.76,6027.59,0.1,0.35,6121.95,2030.52,85.08,266.85,3.55,11.13,443.28,3327.85,1953.28
"9640671","TUO FU 6","Bulk carrier",1658.48,5250.81,0.08,0.3,5332.24,1485.02,106.74,337.95,2.64,8.36,318.39,1781.86,2914.1
"9640889","CAN S","General cargo ship",314.3,994.43,0.02,0.06,1009.86,635.33,45.35,143.47,5.14,16.28,0,24.71,944.39
"9641223","PANAMA EXPRESS","Container ship",9784.75,30515.65,0.49,1.76,30996.09,3027.9,225.88,704.46,4.72,14.73,13943.26,1081.27,14080.48
"9641235","COSTA RICA EXPRESS","Container ship",1478.6,4621.88,0.07,0.27,4694.48,18.9,209.54,655,5.87,18.34,3583.1,265.62,422.78
"9641314","LAGARFOSS","Container ship",5641.95,17659.85,0.28,1.02,17936.88,4707.4,87.33,273.35,25.62,80.2,3819.06,6870.18,6290.92
"9641338","OCEANBEAUTY","Bulk carrier",1010.09,3151.05,0.05,0.18,3200.64,969,101.17,315.6,3.1,9.69,0,313.53,2727.64
"9641364","OCEANLADY","Bulk carrier",2127.57,6648.53,0.11,0.38,6752.99,2115.43,88.44,276.38,2.29,7.16,236.11,1323.05,4924.13
"9641792","PREDATOR","Bulk carrier",620.3,1949.21,0.03,0.11,1979.66,981,60.3,189.48,5.51,17.32,0,1029.29,775.08
"9641821","LADY VENEZIA","Bulk carrier",627.6,1975.06,0.03,0.11,2005.88,970.23,53.91,169.65,9.16,28.84,78.2,1138.92,568.47
"9641845","BLUE CAPRAMAR","General cargo ship",441.8,1385.66,0.02,0.08,1407.36,1597,32.41,101.66,6.57,20.62,336.74,497.54,456.12
"9641895","ICONSHIP","Bulk carrier",30.2,94.04,0,0.01,95.53,30.6,112.27,349.6,0.68,2.12,0,0,94.04
"9642021","LADY LILLY","Bulk carrier",944.3,2977.58,0.05,0.17,3023.94,1081.72,77.06,242.98,4.93,15.56,102.25,898.13,1502.9
"9642045","JUMEIRAH BEACH","Bulk carrier",1553.32,4848.24,0.08,0.28,4924.5,2477.6,57.45,179.32,3.55,11.09,480.62,1879.84,2270.35
"9642136","DIAMOND QUEEN","Bulk carrier",751.74,2367.13,0.04,0.14,2404.04,808.6,83.43,262.72,2.06,6.5,146.38,806.23,1323.9
"9642198","STAR FIGHTER","Bulk carrier",1157.04,3606.52,0.06,0.21,3663.33,1157.2,84.75,264.16,1.79,5.57,0,0,3606.52
"9642215","ABIGAIL","Bulk carrier",270.83,843.91,0.01,0.05,857.21,212.2,140.18,436.81,230.46,718.13,0,742.48,37.44
"9642227","BULK GUATEMALA","Bulk carrier",636.32,2009.8,0.03,0.11,2041.04,620.37,92.06,290.76,2.18,6.9,0,1673.73,235.79
"9642356","TRITON","Bulk carrier",3078.09,9616.2,0.15,0.55,9767.33,2789.68,107.4,335.52,2.46,7.68,308.93,6307.03,1082.69
"9642382","HERCULES","Bulk carrier",1855.48,5795.73,0.09,0.33,5886.83,1679.03,100.4,313.6,6.18,19.29,130.26,1371.38,2126.28
"9642485","CHAILEASE BRIGHT","Bulk carrier",960.85,3009.08,0.05,0.17,3056.25,852.2,99.82,312.6,3.5,10.97,0,1418.35,1514.32
"9642772","WEN DE","Bulk carrier",942.46,2972.89,0.05,0.17,3019.16,917.68,95.89,302.46,2.63,8.31,156.13,1054.77,1670.29
"9642801","THYME","Bulk carrier",1751.65,5524.88,0.09,0.32,5610.89,1554.8,106.48,335.86,3.05,9.61,0,2876.8,2488.04
"9643178","SUN VIL II","Bulk carrier",335.96,1047.28,0.02,0.06,1063.77,475.4,59.11,184.25,2.49,7.76,0,734.51,304.64
"9643257","PETROBULK 1","Combination carrier",452.3,1428.3,0.02,0.08,1450.51,1500.47,35.42,111.86,10.11,31.93,61.55,598.54,695.12
"9643269","C. SPIRIT","Oil tanker",4394.65,13728.7,0.22,0.79,13944.47,1360.3,237.33,741.41,1.57,4.91,493.1,5429.13,6827.71
"9643300","NONDAS","Bulk carrier",1416.69,4436.62,0.07,0.26,4506.18,1273,105.01,328.86,2.18,6.82,0,1224.29,474.01
"9643556","GEOPRIDE","Bulk carrier",821.64,2578.99,0.04,0.15,2619.33,804.7,99.62,312.68,59.24,185.95,387.08,1717.13,387.32
"9643790","VEGA DABLAM","Bulk carrier",1015.8,3168.92,0.05,0.18,3218.79,1384.3,87.7,273.58,3.27,10.21,362.81,229.34,2500.4
"9643879","HARVEST FROST","Bulk carrier",3318.98,10358.31,0.17,0.6,10521.27,3032.63,101.01,315.25,1.62,5.05,0,2203.24,7187.25
"9643881","HARVEST TIME","Bulk carrier",3652.79,11408.92,0.18,0.66,11588.27,3277.3,104.9,327.65,3.73,11.66,105.16,5254.82,5086.35
"9643893","HARVEST RAIN","Bulk carrier",874.49,2734.98,0.04,0.16,2777.92,784,111.96,350.15,1.9,5.95,0,912.72,1662.29
"9643908","FLAG GANGOS","Bulk carrier",744.51,2325.46,0.04,0.13,2362.02,797.2,84.16,262.88,3.01,9.41,365.93,347.61,1464.72
"9643910","FLAG FILIA","Bulk carrier",1198.36,3746.38,0.06,0.22,3805.22,1276.71,88.92,277.97,1.83,5.71,97.78,1748.11,1725.98
"9643958","ULTRA HANDY","Bulk carrier",573.5,1792.9,0.03,0.1,1821.06,743.02,128.2,400.78,6.16,19.25,0,965.82,697.3
"9644184","SINOP","Bulk carrier",2367.53,7428.9,0.12,0.43,7545.14,2342,87.5,274.56,3.61,11.33,464,2970,3344
"9644196","SIIRT","Bulk carrier",818.5,2553.49,0.04,0.15,2593.68,876,79.37,247.6,3.3,10.29,161.16,1301.97,1049.64
"9644201","IZMIR","Bulk carrier",3634.34,11407.87,0.18,0.65,11586.31,3883,83.9,263.35,2.89,9.07,1865,3512,5320
"9644225","HAPPY LADY","Chemical tanker",1475.5,4648.07,0.07,0.27,4720.52,1500.65,78.83,248.32,3.52,11.07,394.86,1676.98,2272.88
"9644237","ATHINA M","Chemical tanker",1132.1,3573.09,0.06,0.2,3628.67,1024.7,98.86,312,3.1,9.79,130.48,755.65,2494.27
"9644433","LADY MARIELLA","Chemical tanker",3343.46,10551.06,0.17,0.6,10715.23,3466.1,98.08,309.53,8,25.24,7447.5,0,0
"9644483","FEDERAL TIBER","Bulk carrier",322.52,1012.54,0.02,0.06,1028.38,328.2,81.44,255.67,2.32,7.27,0,819.6,154.11
"9644495","FEDERAL TAMBO","Bulk carrier",847.46,2656.72,0.04,0.15,2698.33,920,79.7,249.84,2.16,6.79,698.83,837.86,884.35
"9644548","LB EARTH","Bulk carrier",465.4,1474.96,0.02,0.08,1497.82,503,119.37,378.32,11.78,37.33,0,747.39,473.53
"9644835","NEWSEAS CRYSTAL","Bulk carrier",469.56,1463.87,0.02,0.08,1486.93,481.6,87.2,271.84,1.79,5.59,0,1108.23,309.09
"9645401","TP AFFINITY","Oil tanker",6311.73,19920.83,0.32,1.14,20230.73,4746.18,118.04,372.55,2.43,7.68,87.52,7985.06,10701.46
"9645413","TP SPIRIT","Oil tanker",4864.13,15310.09,0.24,0.88,15548.92,3439.08,126.99,399.72,2.21,6.95,625.49,6269.65,7229.81
"9645425","AEGEAN DREAM","Oil tanker",8617.88,27001.96,0.43,1.55,27425.11,6450.78,127.81,400.47,1.78,5.56,554,9224.22,15102.19
"9645437","AEGEAN VISION","Oil tanker",2846.9,8949.51,0.14,0.51,9089.29,2591.68,109.85,345.32,2.22,6.98,0,4073.3,3947.74
"9646625","HUAN HANG 19","Bulk carrier",2072.76,6464.24,0.1,0.37,6566.02,2225.93,90.97,283.72,2.09,6.52,0,2122.72,4240.83
"9646649","PALAIS","Bulk carrier",1036.25,3268.7,0.05,0.19,3319.58,1243.22,88.54,279.28,2.15,6.77,0,1840.72,1320.13
"9646651","HUAN HANG 99","Bulk carrier",1077.27,3369.2,0.05,0.19,3422.1,1115.07,86.97,272,2.9,9.07,0,1230.53,2061.08
"9646663","APOLLON","Bulk carrier",2726.58,8515.23,0.14,0.49,8649.1,2653.46,93.32,291.44,2.3,7.17,0,2591.9,5733.78
"9646675","ORPHEUS","Bulk carrier",1656.56,5207.43,0.08,0.3,5288.77,1705.97,88.39,277.87,2.99,9.4,0,2703.6,1667.45
"9646699","ARDENNES","Bulk carrier",2288.48,7164.79,0.11,0.41,7277.15,2942.17,68.04,213.01,2.28,7.14,684.63,992.26,5253.28
"9646704","APPALOOSA","Bulk carrier",288.23,915.57,0.01,0.05,929.72,384,72.46,230.16,3.08,9.78,80,658,86
"9646716","VANTAGE ROSE","Bulk carrier",1680.91,5255.42,0.08,0.3,5337.95,2220.18,70.64,220.87,6.41,20.03,551.82,1356.43,2993.81
"9646728","ABYSSINIAN","Bulk carrier",2055.71,6447.85,0.1,0.37,6548.79,2564.7,69.15,216.88,2.94,9.23,47.54,2080.79,4223.21
"9646730","ASTURCON","Bulk carrier",1038.62,3262.24,0.05,0.19,3313.24,1173.28,72.08,226.39,3.07,9.64,29.84,737.01,2400.53
"9646742","AZTECA","Bulk carrier",486.84,1536.82,0.02,0.09,1560.72,634.1,72.64,229.32,2.2,6.95,0,0,1509.95
"9646780","UNIGLOBE","Bulk carrier",2222.44,6940.02,0.11,0.4,7049.14,2852.81,72.16,225.33,4.15,12.95,417.89,1839.9,4542.98
"9647277","KYRA PANAGHIA","Bulk carrier",1705.41,5359.49,0.09,0.31,5443.23,1522.13,92.09,289.41,2.02,6.36,567.59,1679.18,2832.64
"9647461","MSC HAMBURG","Container ship",8569.12,26710.42,0.43,1.54,27131.17,1846,330,1028.63,2.77,8.63,682.99,25031.15,378.53
"9647875","MYKONOS","Bulk carrier",1562.95,4915.7,0.08,0.28,4992.44,2179.2,67.15,211.19,3.47,10.9,709.38,2210.65,1775.64
"9647887","MADRID","Bulk carrier",739.98,2321.31,0.04,0.13,2357.65,1151.6,73.5,230.58,4.23,13.26,535.74,548.33,1111.88
"9648075","STRATEGIC ALLIANCE","Bulk carrier",1076.53,3357.14,0.05,0.19,3410,1239.9,72.3,225.46,2.6,8.12,0,888.95,2444.7
"9648087","STRATEGIC SYNERGY","Bulk carrier",551.89,1734.45,0.03,0.1,1761.55,594.97,83.78,263.31,2.58,8.11,41.04,804.54,734.34
"9648104","STRATEGIC VENTURE","Bulk carrier",563.44,1772.53,0.03,0.1,1800.2,654.8,74.54,234.49,2.79,8.78,0,1402.96,307.76
"9648192","SANDPIPER PACIFIC","Oil tanker",647.68,2037.36,0.03,0.12,2069.16,720.1,92.08,289.64,2.68,8.43,173.38,1265.28,498.61
"9648843","TEONA","General cargo ship",778.42,2495.6,0.04,0.14,2533.82,2894.6,28.8,92.32,5.46,17.5,178.89,1177.29,1069.84
"9648855","EAGLE TRADER","Bulk carrier",2044.31,6381.84,0.1,0.37,6482.22,2103.1,96,299.69,2.22,6.93,375.66,1542,4390.17
"9648879","MICHALIS SAN","Bulk carrier",2818.1,8870.24,0.14,0.51,9008.61,3320,75.08,236.31,2.37,7.46,947.99,3602.16,3792.96
"9649079","DENSA SEA LION","Bulk carrier",839.6,2630.61,0.04,0.15,2671.83,1213,79.39,248.73,3.34,10.46,803.74,317.46,1394.26
"9649081","DENSA FALCON","Bulk carrier",1697.95,5327.73,0.08,0.31,5411.1,2806.4,66.58,208.91,3.04,9.54,898.36,2576.56,1560.8
"9649093","DENSA HAWK","Bulk carrier",2283.63,7145.77,0.11,0.41,7257.89,3358.5,63.99,200.23,2.29,7.15,242.5,3514.16,3146.14
"9649110","DENSA SEAL","Bulk carrier",1541.93,4826.6,0.08,0.28,4902.32,2283.33,64.89,203.13,3.49,10.93,532.77,434.96,3640.64
"9649225","INGRID KNUTSEN","Oil tanker",5602.9,17962.9,0.28,1.01,18238,3230.12,203.56,652.6,5.31,17.02,5968.61,4220.38,4758.67
"9649249","TUO FU 8","Bulk carrier",1472.43,4648.31,0.07,0.27,4720.6,1417.4,92.47,291.93,3.16,9.96,398.86,2288.97,1750.48
"9649536","ARKLOW SPIRIT","Bulk carrier",2057.21,6453.85,0.1,0.37,6554.86,2393.08,73.17,229.55,3,9.41,920.66,3211.43,1830.34
"9649548","ARKLOW SPRAY","Bulk carrier",166.71,527.39,0.01,0.03,535.57,220.72,67.66,214.04,2.08,6.59,0,0,520.98
"9649706","OCEAN LORRY","Bulk carrier",2329.98,7296.36,0.12,0.42,7410.77,2296.92,94.56,296.13,1.91,5.97,66.59,5406.34,1701.54
"9650145","SOLE","Bulk carrier",1109,3475.78,0.06,0.2,3530.23,1259.67,79.19,248.2,1.76,5.53,0,2951,479
"9650470","FEI PU","Bulk carrier",300.7,939.79,0.02,0.05,954.56,250.38,97.49,304.68,10.38,32.43,0,566.24,343.42
"9650494","COMMANDER K","Bulk carrier",619.6,1946.38,0.03,0.11,1976.8,760.62,86.38,271.35,3.9,12.26,0,503.63,1333.43
"9650810","GEORGE","Bulk carrier",943.13,2958.97,0.05,0.17,3005.28,1263.96,68.39,214.57,2.36,7.41,0,403.48,2416.03
"9650860","MISTRAL I","Bulk carrier",3204.41,10046.97,0.16,0.58,10204.31,2546.93,135.4,424.51,1.99,6.23,745.11,1890.47,7258.53
"9650999","NIMERTIS","Bulk carrier",569.52,1780.33,0.03,0.1,1808.3,654,72.6,226.94,3.02,9.43,725.02,780.47,61.68
"9651101","GLOVIS COURAGE","Vehicle carrier",1755.38,5424.64,0.09,0.32,5510.83,1212.6,104.41,322.65,22.3,68.91,221.86,5014.05,68.03
"9651280","MAGIC PLUTO","Bulk carrier",409.68,1293.63,0.02,0.07,1313.74,366.6,104.36,329.53,1.91,6.04,132.47,112.21,980.63
"9652325","ES HONESTY","Bulk carrier",1175.14,3686.68,0.06,0.21,3744.38,1547.9,69.69,218.62,2.28,7.14,152.66,262.49,3188.27
"9652387","RUMA","Bulk carrier",1524.47,4763.78,0.08,0.27,4838.64,2289.73,65.84,205.74,3.19,9.97,694.85,794.75,2964.01
"9652557","OAK BAY","Bulk carrier",382.26,1195.46,0.02,0.07,1214.23,413.2,88.58,277.02,1.96,6.12,0,1052.3,130.91
"9652571","BBG YULIN","Bulk carrier",959.45,2996.19,0.05,0.17,3043.3,954.4,86.14,269.01,1.92,6,0,1249.91,1701.1
"9653185","KIRAN ADRIATIC","Bulk carrier",245.89,769.6,0.01,0.04,781.67,394.75,96.4,301.72,14.93,46.72,0,420.72,308.91
"9653446","AL DASMA","Oil tanker",3507.84,10966.62,0.18,0.63,11138.85,2068.58,141.79,443.29,2.7,8.45,0,4246.42,6095.35
"9653795","CARAVOS LIBERTY","Bulk carrier",1750.33,5469.24,0.09,0.32,5555.18,1972,87.71,274.08,1.8,5.61,347.16,3345.69,1517.72
"9654464","WIELAND","Container ship",5714,17910.83,0.29,1.03,18191.39,3100.4,152.7,478.63,5.67,17.77,5802.64,9748.53,1680.06
"9654555","ARDMORE ENTERPRISE","Chemical tanker",3564.71,11135.44,0.18,0.64,11310.46,2952.88,103.24,322.49,3.74,11.67,2122.3,1681.69,6482.87
"9654567","ARDMORE ENDURANCE","Chemical tanker",2919.68,9139.62,0.15,0.53,9282.98,2691.34,90.5,283.29,3.38,10.58,545.65,2967.67,5008.99
"9654579","ARDMORE ENCOUNTER","Chemical tanker",2040.44,6392.47,0.1,0.37,6492.65,1803.43,102.96,322.57,3.21,10.06,1112.38,2326.29,2074.94
"9654581","ARDMORE EXPLORER","Chemical tanker",562.59,1765.44,0.03,0.1,1793.06,441.6,107.02,335.83,4.4,13.82,400.49,917.76,226.52
"9654775","ARDMORE EXPORTER","Chemical tanker",3854.98,12058,0.19,0.69,12247.28,3470.77,94.68,296.15,3.25,10.16,2583.9,2530.29,5689.38
"9654787","ARDMORE ENGINEER","Chemical tanker",2438.47,7633.42,0.12,0.44,7753.15,2626.4,77.33,242.09,2.62,8.19,453.92,2410.93,4410.15
"9655212","ABTENAUER","Bulk carrier",236.3,739.37,0.01,0.04,750.97,360.2,56.62,177.16,1.73,5.43,0,0,0
"9655420","SEA FAITH","Bulk carrier",1315.7,4122.24,0.07,0.24,4186.84,2012.28,69.6,218.06,3.62,11.33,984.69,1740.31,1190.1
"9655509","ALKAID","Gas carrier",1474.3,4605.84,0.07,0.27,4678.23,1577.69,81.71,255.28,8.36,26.11,78.55,2844.35,1515.59
"9655511","ALCOR","Gas carrier",161.6,506.24,0.01,0.03,514.18,174.32,87.21,273.2,15.07,47.2,107.64,199.72,123.63
"9655602","ELKA COSMOS","Chemical tanker",225.2,711.88,0.01,0.04,722.94,200.2,103.35,326.7,3.87,12.23,0,526.85,126.68
"9655846","CHINA SPIRIT","Bulk carrier",1171.99,3654.3,0.06,0.21,3711.85,1503.54,68.66,214.09,6.03,18.79,0,718.93,2820.81
"9656022","BURGAN","Oil tanker",5300.06,16534.5,0.27,0.95,16794.74,4824.52,94.19,293.83,3.71,11.57,0,5872.94,10401.85
"9656034","BUBYAN","Oil tanker",4402.14,13766.13,0.22,0.79,13982.27,3913.22,90.94,284.38,3.35,10.46,2012.63,5256.14,6266.55
"9656046","KAIFAN","Oil tanker",2590.1,8101.57,0.13,0.47,8228.74,2123.27,99.4,310.91,5.02,15.71,433.13,3808.79,3705.77
"9656058","MUTRIBA","Oil tanker",3463.18,10794.81,0.17,0.62,10964.85,2948.73,95.98,299.17,3.59,11.19,0,3218.17,7340.21
"9656096","JADE PROSPERITY","Bulk carrier",1110.34,3508.83,0.06,0.2,3563.35,1196.82,84.56,267.22,1.85,5.84,51.55,349.86,2846.71
"9656175","ATENI","Bulk carrier",970.24,3039.01,0.05,0.17,3086.65,790.13,113.93,356.86,2.35,7.35,0,1250.9,1733.96
"9656553","SIDER MOMPOX","General cargo ship",495.28,1555.46,0.02,0.09,1579.78,1217.82,41.27,129.6,12.23,38.4,198.52,694.91,620.44
"9656747","CLIPPER POSH","Gas carrier",1388.04,4326.68,0.07,0.25,4394.83,737.1,129.14,402.54,5.49,17.13,13.46,2015.29,2187.15
"9656864","QI XIAN LING","Bulk carrier",676.15,2077.29,0.03,0.12,2110.49,997.79,65.79,202.13,3.16,9.71,68.15,242.35,1656.38
"9657038","NAVE JUPITER","Oil tanker",2624.04,8306.26,0.13,0.47,8435.1,2426.9,101.25,320.51,5.07,16.04,825.84,4349.84,2077.79
"9657064","PYXIS THETA","Chemical tanker",2931.72,9219.18,0.15,0.53,9363.12,2832,91.44,287.53,2.86,9.01,1537.27,2594.19,4214.34
"9657404","BATMAN","Bulk carrier",659.9,2057.68,0.03,0.12,2090.08,1065.86,70.82,220.83,2.7,8.43,83.67,108.16,1794.36
"9657478","FAIRCHEM SABRE","Chemical tanker",976.74,3070.58,0.05,0.18,3118.53,1370.75,62.36,196.04,5.62,17.66,62.84,1206.35,1698.6
"9657777","SAMSUN","Bulk carrier",1246.38,3914.74,0.06,0.22,3975.93,1305,92.65,291.02,1.72,5.41,86,2.2,1341
"9657789","KONYA","Bulk carrier",896.92,2829.08,0.04,0.16,2873.12,876,91.91,289.89,2.21,6.98,313,1.01,1.38
"9657806","PS HAMBURG","Chemical tanker",622.14,1964.29,0.03,0.11,1994.84,595.07,78.94,249.23,2.35,7.42,97.78,556.94,1144.01
"9657844","SIDER ATHENA","Bulk carrier",2617.1,8189.22,0.13,0.47,8317.72,3326.62,70.47,220.5,2.47,7.73,2014.27,2080.97,3589.36
"9657856","SIDER BEAR","Bulk carrier",2404.19,7556.27,0.12,0.43,7674.32,2757.57,74.78,235.04,2.78,8.72,3500.79,1729.8,1504.58
"9657868","ONE AND ONLY","Bulk carrier",1567.9,4932.86,0.08,0.28,5009.84,1097.37,65.69,206.68,2.6,8.19,615.01,1602.03,2540.48
"9657870","AFRICAN CRATE","Bulk carrier",1692.74,5293.1,0.08,0.3,5376.22,1841,73.06,228.45,3.56,11.12,311.44,1604.84,3246.03
"9658355","BENROMACH","Gas carrier",1504.51,4742.11,0.08,0.27,4815.98,4663.96,73.69,232.26,69.93,220.4,1154.84,1734.04,1352.44
"9658367","BENRIACH","Gas carrier",1951.84,6257.6,0.1,0.35,6353.44,3728.71,54.03,173.22,37.48,120.16,4906.24,84.32,117.02
"9658379","JAG PRIYANKA","Oil tanker",1229.26,3888.82,0.06,0.22,3949.18,1235.3,83.26,263.41,2.49,7.87,385.36,1955.59,1298.05
"9658422","ORIS GRACE","Chemical tanker",629.7,1983.34,0.03,0.11,2014.26,1934.52,35.33,111.28,10.66,33.58,345.26,696.52,811.13
