"IMO Number...1","Name...2","Ship type","PC1","PC2","PC3"
"8820860","LINK GALAXY","Ro-ro ship",-0.0191528179892149,-0.133352208456877,-0.00885882421986783
"8901585","LYUDA","Bulk carrier",-0.828562897520891,0.0312794776053262,0.0549079629009111
"8902929","MKK1","Bulk carrier",-1.70558570960035,0.0353889321850007,0.0179472500660325
"8902955","TRUSTEE","Other ship types",-0.700139223969915,-0.327082595698418,-0.612824721036452
"8902967","TRIUMPH","Other ship types",0.420966531712055,-0.20935236267649,-0.361135579949093
"8907204","ARCTIC SPIRIT","Refrigerated cargo carrier",-1.135912288743,-0.118047954130818,-0.214209146202116
"8907577","BR GLORY","Bulk carrier",-2.06577828802133,0.0663514996444417,0.0512189680417743
"8908583","CSL TRIMNES","Bulk carrier",-0.0983710120340458,-0.0689214225210969,0.0736729841712006
"8909070","BALTIC SPRING","Refrigerated cargo carrier",-1.12275023030038,0.026621932197672,-0.0215337480217482
"8911748","LINK NOVA","Ro-ro ship",-0.28176736584822,-0.122024025319016,-0.0388346785660408
"8912132","GREEN HONDURAS","Refrigerated cargo carrier",-0.260495120939281,-0.00927678354097973,-0.0114021448966547
"8912144","GREEN GUATEMALA","Refrigerated cargo carrier",-0.599685273865266,-0.0110333534916906,-0.0315062790373048
"8912156","GREEN CHILE","Refrigerated cargo carrier",-2.06142672568814,-0.0290919082497057,-0.112198042379452
"8912297","YEOMAN BONTRUP","Bulk carrier",2.15524044635864,-0.0613258482934591,0.067296088553963
"8912302","YEOMAN BRIDGE","Bulk carrier",1.11632938704852,0.0217636662443645,0.0413740246232436
"8913320","M/V MEGAN","General cargo ship",-1.87974287052523,0.0408200249108546,0.0142078357196867
"8913411","MSC SANTHYA","Container ship",2.77826042767049,-0.0566244498347707,0.0303688628356526
"8913423","MSC SHANNON III","Container ship",3.70094917730919,-0.0755309799341152,0.0367509630665991
"8913447","MSC ATLANTIC III","Container ship",3.90083375171739,0.0250375569153556,-0.00745408795924882
"8916229","FRIO MARATHON","Refrigerated cargo carrier",-1.89136953189978,0.0462612676610071,0.0202666507082682
"8917584","WELLINGTON STAR","Refrigerated cargo carrier",0.124055082345382,0.00764338187603311,-0.0316528314404112
"8917778","MSC ELOISE","Container ship",2.50921922183093,0.0218209285263655,0.00161417896146563
"8918629","C.S. SOVEREIGN","Other ship types",-2.20144332516694,-1.10725885705161,-1.97779933241937
"8918734","LADY KHADIJA","General cargo ship",-1.32476116081179,0.0277921752781232,0.026932046909275
"8918954","MSC NEDERLAND III","Container ship",2.45511547897664,0.0188497839782969,0.00994808319340012
"8918966","MSC MANDY III","Container ship",3.45888178868535,-0.0934662001454738,0.045745755545354
"8918978","MSC SUEZ","Container ship",2.44299794096044,-0.00635729581118447,0.0261109333860292
"8918980","MSC JORDAN III","Container ship",3.07719357870213,0.00300310123376957,0.0175708190611502
"8919788","ANNABELLA","General cargo ship",-1.72999410277492,0.0412566433852631,0.0221134309076614
"8919879","AMINAH STAR","General cargo ship",-1.61103537573848,0.0215546440084305,0.00883212080535028
"8920141","FUJI BAY","Refrigerated cargo carrier",-1.5859530020364,0.0211886386087367,-0.00787584716690161
"8920995","GREEN CRYSTAL","Refrigerated cargo carrier",-1.55604236482685,-0.0851341143126575,-0.184906108911293
"8972259","LEONID ZAYAKIN","General cargo ship",-1.98459666564018,-0.0190363368791056,-0.0862244841732624
"8972261","ALEKSANDR ANTONOV","General cargo ship",-1.82857324738412,0.0343999939029601,0.0184863967021279
"8986365","GRIGORY MALOV","General cargo ship",-1.92933190325599,0.0270428152494219,-0.00185494855151268
"8986389","YURIY POLTORATZKIY","General cargo ship",-2.02488123846564,0.0395706860628453,0.0120616967473478
"9000742","MSC JENNY II","Container ship",0.445701801774474,-0.0248425806465959,0.0543049705353656
"9002647","MIMER","Ro-ro ship",-1.55164304408033,-0.0456033322618205,-0.110476535975877
"9002659","MIDAS","Ro-ro ship",-1.91594352340701,-5.72343608447924,-9.90926378279711
"9004231","MSC ESHA F","Container ship",-0.898433624807754,0.005426271379643,0.0307630332634207
"9004413","W M F EXPRESS","Other ship types",-1.90169330018145,-0.239125274686625,-0.47768011047721
"9007489","JORGEN REEFER","Refrigerated cargo carrier",-1.89352641421149,0.0412589052103589,0.00388641337182811
"9007867","AYA M","Ro-ro ship",0.414715505002181,-0.256203241164197,-0.380412271152784
"9008732","BALTIC PEARL","Refrigerated cargo carrier",-1.64750808474376,0.0291742763665827,-0.0137362848463187
"9010929","ZIRCONE","Oil tanker",-0.885692111122084,-0.0474564400199709,0.0214769931831912
"9014444","PRINCE OF SEAS","Refrigerated cargo carrier",-1.42443841919236,-0.0444022355946311,-0.102910733044558
"9014755","BALTIC WINTER","Refrigerated cargo carrier",-1.09438149726396,0.0195360840641944,-0.0376597527414468
"9015187","HELLAS STREAM","Refrigerated cargo carrier",0.989542331585773,-0.0744695926108854,-0.0369989740349267
"9015199","NEDERLAND STREAM","Refrigerated cargo carrier",-0.10335350334648,0.00883450146705358,-0.0236888658127881
"9015204","BELUGA REEFER","Refrigerated cargo carrier",-2.12764405740054,0.0495787353236564,0.0175602223272891
"9015577","ZEYNEP KIRAN","Bulk carrier",-1.79511286511149,0.0537883336276323,0.0414360612654638
"9016674","BALTIC PERFORMER","Refrigerated cargo carrier",-1.18537681070615,0.0170610191864781,-0.031692494150421
"9018658","SOL DO BRASIL","Refrigerated cargo carrier",-1.10522595690221,0.0382503510941519,0.0242240055142132
"9019640","RUNAWAY BAY","Refrigerated cargo carrier",-1.48238615114515,0.0158694918413524,-0.0259967343239066
"9019652","ACONCAGUA BAY","Refrigerated cargo carrier",-1.65507353886509,0.0391341671497037,0.00966597224934528
"9020340","MARTINE A","Container ship",-2.01588420251383,0.0196147804462008,-0.0185314529037275
"9020352","INGA A","Container ship",-2.01025085872186,-0.0489602925046356,-0.148105549706447
"9021332","YOUNG SHIN","Ro-ro ship",-1.65021239262367,-0.0112794333402036,-0.0793287579180691
"9030137","ITALIA STREAM","Refrigerated cargo carrier",-0.785290222747706,-0.0484109090591006,-0.0240716083415141
"9030149","SWEDISH STREAM","Refrigerated cargo carrier",1.65210029884146,-0.0355486582933226,-0.06836354509826
"9034731","KAPIDAG","Chemical tanker",-1.13167681960547,0.00874670836279745,0.0301638284880466
"9034743","AYSENAZ","Chemical tanker",-0.897210904947068,0.00131704319447379,0.0128110178880538
"9038323","AUTUMN STREAM","Refrigerated cargo carrier",-0.79645800485337,0.000315336163752837,-0.0568000825692999
"9038488","BALTIC PATRIOT","Refrigerated cargo carrier",-1.24757397571526,0.00795919386303045,-0.0556094493302761
"9038907","MSC ROBERTA V","Container ship",1.89424355140735,0.0112516041055944,0.0289319481056151
"9038945","DUNEDIN STAR","Refrigerated cargo carrier",-1.0943857077842,0.0201995968243578,-0.0286072246406748
"9039250","MSC JOY","Container ship",1.08060875138118,-0.12637676423928,0.0858494409342326
"9045168","WATER PHOENIX","Refrigerated cargo carrier",-1.3752533355204,-0.00299744513766604,-0.0505401008909682
"9045792","GREEN BRAZIL","Refrigerated cargo carrier",-0.016270529351167,-0.00415233415280942,-0.0292242048435771
"9045924","PACIFIC MERMAID","Refrigerated cargo carrier",-1.39346901535362,-0.0307996385901915,-0.104019657407884
"9046368","FREESIA","Other ship types",-1.86112058505906,-0.174695676207829,-0.355228297519404
"9046423","TONY STARK","General cargo ship",-0.360328135970245,-0.00824795063783153,-0.0328019675796293
"9046502","DOLE AMERICA","Refrigerated cargo carrier",2.34553745870677,-0.000610394404885903,-0.0731776664825876
"9046514","DOLE EUROPA","Refrigerated cargo carrier",2.33238131830481,-0.00432245841674094,-0.0828380500173335
"9046526","DOLE ASIA","Refrigerated cargo carrier",2.32790798291579,-0.00222654019077274,-0.0883582814219874
"9046538","DOLE AFRICA","Refrigerated cargo carrier",2.50911565077373,-0.000207892542708477,-0.0882638180782735
"9047245","LAGOON PHOENIX","Refrigerated cargo carrier",-1.21149344680533,0.0206837581401125,0.00280061427929391
"9047764","BOW FAGUS","Chemical tanker",-0.646626137708083,0.0526932745969749,0.0319951110949456
"9050814","MARION DUFRESNE","Other ship types",-0.345627960202955,-0.0989285081841761,-0.131117782458417
"9051507","MSC KRITTIKA","Container ship",-1.00234835968786,0.0535126039259832,0.0320726261844706
"9051791","COLD STREAM","Refrigerated cargo carrier",-1.89464908622674,0.00249078592521085,-0.0569959719442314
"9053505","HAE SHIN","Vehicle carrier",-1.18070764180838,-2.5084078732272,-4.39901189627426
"9053658","REGAL BAY","Refrigerated cargo carrier",-1.59194230549358,-0.255227290433713,-0.487224596810944
"9055709","FEGULUS","Refrigerated cargo carrier",-1.22455045196169,-0.0115166844104636,-0.0673469663102308
"9057123","ORANGE WAVE","Refrigerated cargo carrier",0.626290831870706,0.0190249484803376,-0.0205037146675433
"9060730","SKIPPER PLANET","Bulk carrier",-2.00874842790393,0.0575346189777634,0.0360456544914281
"9064281","GRIT CEMENT II","Bulk carrier",-2.05826567003749,0.0325937761376856,-0.00171846698682494
"9064748","MED BEYKOZ","Container ship",-0.135594078030204,-0.0266370605724513,0.0598388063161937
"9064750","MSC ELEONORA III","Container ship",-0.903858697051398,0.0184822134442304,0.0596621631489291
"9064839","RAMI M","Other ship types",-0.896752116760118,-0.176116645397027,-0.353924877126897
"9065405","SCHELDE HIGHWAY","Vehicle carrier",0.00793429648038979,-0.226562350301255,-0.223356368223539
"9065417","WESER HIGHWAY","Vehicle carrier",0.00512431385398521,-0.211077744971431,-0.200277870897119
"9070424","ZEINAB","Bulk carrier",-1.64560001348158,0.0600769900741203,0.0433372878742565
"9070474","SILVER  GLORY","Vehicle carrier",1.02907890618152,-0.0141663706868166,-0.0408321987548524
"9073402","CALLISTO","Refrigerated cargo carrier",-1.9244246216954,0.037212127551231,0.00201583180632136
"9073701","SANG SHIN","Vehicle carrier",-1.94136261386228,-0.0196426662978053,-0.0934407611104344
"9074042","MSC POLARIS","Container ship",1.24946108912846,0.0275168353338949,0.0205393888618849
"9075709","HOEGH TRIDENT","Vehicle carrier",-1.6752852628398,0.0342807321217855,-0.00320586669152235
"9075711","HOEGH TROOPER","Vehicle carrier",1.38058209476335,0.00636289256666155,-0.00886464119803944
"9076387","AL KARRAR","Bulk carrier",-1.94483482224241,0.0606331945479748,0.0409650907788986
"9082609","HAROUN BEY","Bulk carrier",-1.96624613003181,0.060682084779599,0.0456927165713081
"9082623","MATIN BEY","Bulk carrier",-1.86495672428955,0.0514910756982426,0.0277837228804526
"9083043","NANTO","Container ship",0.633573476026679,-0.116472780488042,-0.0335734655094853
"9083055","MONTE BRASIL","Container ship",0.206797226343859,-0.120894813206883,0.0275731865436998
"9084217","PRINCESS MANISSA","Bulk carrier",-2.12634969395779,0.0626001876761748,0.0414589339242507
"9084229","ROYAL O","Bulk carrier",-1.782497360575,0.0552811156486859,0.0425172887772828
"9084255","MR TRADER","Bulk carrier",-2.13434621763672,0.0625849580715117,0.0418910150461966
"9084607","MSC NITA","Container ship",-0.131617480234253,0.0137669223265951,0.0247112967949322
"9085534","KOTKA","Container ship",-0.75305911381226,0.0834801033983047,0.0417465978233766
"9085546","KLEVEN","Container ship",-0.0971916069231674,0.0720724716627125,0.0402867335101481
"9085558","KARLSKRONA","Container ship",1.29062515127657,0.0452128240886347,0.0246580904871329
"9085675","ALKADI BEY","Bulk carrier",-1.39974381298814,0.0383954313771064,0.0409152337783355
"9085895","REK R","Bulk carrier",-1.83847087695138,0.0581158290617232,0.052285014860655
"9085900","ADOMY","Bulk carrier",-2.04166134444288,0.04641317197185,0.021377752522175
"9086526","RAZONI","Bulk carrier",-1.96341973086827,0.0637024606872074,0.0502815710429538
"9087350","SCA OBBOLA","Ro-ro ship",3.18340336760471,-0.251289543827803,0.059802161600315
"9087362","SCA OSTRAND","Ro-ro ship",3.17004594011,-0.243173335813189,0.0611525116880524
"9087374","SCA ORTVIKEN","Ro-ro ship",2.84945943500708,-0.226450860720183,0.0614277477973737
"9088249","PIRANHA","Vehicle carrier",1.46988893530671,0.0154539917224132,-0.0406353412556074
"9088524","AEOLUS","Container ship",-1.12286911442789,0.0488026876353891,0.0267426573120467
"9100255","IRENA ARCTICA","Container ship",-2.03017620836262,-0.0249103329778519,-0.104753993900541
"9100530","DOGA K","General cargo ship",-2.12787510783335,0.0545980087369782,0.0318859322850874
"9101730","SPLITTNES","Bulk carrier",0.0724480611404438,-0.0453566164121453,0.0718470138423741
"9102069","STOLT INNOVATION","Chemical tanker",-1.02970940064457,0.0311278018513925,0.0401488136484771
"9102071","STOLT CONFIDENCE","Chemical tanker",-1.44196910243623,0.0569540897011554,0.0296984576224732
"9102083","STOLT INSPIRATION","Chemical tanker",0.0596999336942082,0.0452790939137284,0.0341773165807389
"9102100","STOLT INVENTION","Chemical tanker",0.536060662952679,0.0613637965885853,0.0238104361148455
"9103350","MEDKON GEMLIK","Container ship",-2.15479588527908,0.0439305627331884,0.01171920876301
"9103374","MEDKON IZMIR","Container ship",-2.16310637168635,0.0290876394062975,-0.0161501616196584
"9103386","MEDKON ISTANBUL","Container ship",-2.11484801845083,0.0384453481421254,0.00502573300123064
"9103398","ENIGMA","Gas carrier",-1.73165554583325,-0.0481640004528247,-0.126071618113996
"9103685","MSC BRIANNA","Container ship",-1.05674954260098,0.0687345526157204,0.036810485703011
"9104263","RO QUEEN","Ro-ro ship",-1.92455030995055,-0.45857351207828,-0.831446656164295
"9104811","SAKAR","Bulk carrier",-0.66466420973696,0.0369495043722956,0.0376971515011145
"9106479","MED CORLU","Container ship",-1.39799577818501,0.0346230495969924,0.0266268478525962
"9106493","MED DENIZLI","Container ship",-1.57935439168876,0.0445067471041654,0.0278531346930436
"9107681","WADI ALARAB","Bulk carrier",-1.63102144450846,0.0652011784563419,0.0428136134112322
"9108063","PIRITA","Container ship",-0.131100654254467,-0.0823002918795209,0.0257508249700448
"9108128","LISBON EXPRESS","Container ship",1.9765554538735,0.00342805326670616,0.0286030087682138
"9108130","VALENCIA EXPRESS","Container ship",1.78058493478832,-0.0319432193924785,0.0357807312368763
"9108398","MSC TIANA F","Container ship",0.386726915318291,-0.00122451708490338,0.0189260580010217
"9108740","BERGSTRAUM","Chemical tanker",0.0821917208674306,-0.0845139881002686,0.0457410341277253
"9109378","SEA STAR 74","Bulk carrier",-1.24881358311338,0.0602749530092863,0.0521238858456294
"9109512","POLARIS Z","Bulk carrier",-1.87266579428269,0.0597759117698821,0.0506266021964578
"9109536","IDA","Bulk carrier",-1.11962702466369,0.0404679760999207,0.0290970977795583
"9109548","OLGA","Bulk carrier",-1.08577173596726,0.0280619398959301,0.0255642061398917
"9110315","SANN  TRO","Bulk carrier",-1.77481733650445,0.0596619405000038,0.0542526113734882
"9110339","MUSTAFA BEY","Bulk carrier",-2.00770541135307,0.0608617637507149,0.0414696529738357
"9110377","MSC SAMANTHA VI","Container ship",4.44070133667268,-0.0208459673571223,0.0158345032467461
"9110389","MSC KATYAYNI","Container ship",3.29960450957655,0.035302904362339,-0.0131555919878679
"9110391","MSC DYMPHNA","Container ship",4.42420759380146,-0.0686418483316981,0.0356190372391834
"9111357","OSMAN BEY","Bulk carrier",-1.78268846144517,0.0481052221095124,0.0285889161079732
"9112466","MN TOUCAN","Ro-ro ship",-0.406057994285479,-0.511428290743225,-0.758129211672936
"9113446","MSC CLAUDIA","Container ship",-0.607279774191388,0.0110037767218823,0.0438855369276275
"9113719","ALONDRA","Other ship types",-0.524979539097058,-0.237156804165774,-0.398951869035903
"9113850","NANA LEEN","Bulk carrier",-0.940813063142479,0.0451421854494321,0.0485562745828735
"9114232","BOW FAITH","Chemical tanker",-0.366497770909215,0.0496928859248576,0.0445206281547943
"9114244","BOW CARDINAL","Chemical tanker",-1.18750741143073,0.057934035786427,0.039426063573206
"9114347","MEDKON RIZE","Container ship",-2.19428772318726,0.0340197569717083,-0.00944251868852306
"9114543","ADAM-A","Bulk carrier",-1.19047050925131,0.0502892766583179,0.0400230380136856
"9114610","DYNAMIC M","Bulk carrier",-1.45957574861523,0.0538474075481972,0.0531792767151915
"9116369","MSC SENA","Container ship",0.651806417575741,0.00876217315051807,0.029954741929203
"9116448","NACC INDIAN","General cargo ship",-1.74322104048987,0.0632624598872657,0.057536048832238
"9116515","GRIT CEMENT III","General cargo ship",0.186410062402207,0.00435801455761258,0.0234375527223539
"9117416","LITA","Bulk carrier",-1.80987469290547,0.0614936066741307,0.0516850402549363
"9117832","AMANO-T","Bulk carrier",-1.9068725120243,0.0521232099508044,0.0289868571940224
"9117985","COMMODORE GOODWILL","Ro-ro ship",-1.96442341133522,-0.212989404046624,-0.429531002713122
"9118147","YARA J","Bulk carrier",-1.59138410709883,0.0644270003398518,0.0555800803520256
"9118238","SMS CAYENNE","Bulk carrier",-1.62967886480833,0.0393680806900578,0.0565449026467303
"9118252","BELLA NADIA","Bulk carrier",-1.35785106737495,0.0304794354436613,0.0504728764360175
"9118264","SAMENTHA","Bulk carrier",-1.68003485428621,0.0476588673681721,0.0396674231954613
"9118496","CHRISTINA","Chemical tanker",0.0656214272455766,-0.0847449446072181,0.05210851341193
"9118513","SKY LIGHT","Container ship",-1.86262681317,0.0145964151497772,-0.0230800651582028
"9120205","SIERRA LARA","Refrigerated cargo carrier",-1.60761101178554,-0.089026490780196,-0.18643329796097
"9120243","MT BANDIRMA","Chemical tanker",-1.6793515786511,0.0446667395264957,0.0335948737479756
"9120853","MSC FIE X","Container ship",1.08010571289907,0.0150224984303183,0.0317579340112065
"9121273","ENDURANCE","Ro-ro ship",2.43659876865259,0.0038488310000621,-0.0660275822487591
"9121998","MYKINES","Ro-ro ship",3.81756557418926,-0.306927468397628,-0.197988941469135
"9122007","BORE BAY","Ro-ro ship",1.48151825878119,-0.191333302693978,-0.122085902669787
"9122473","DHANU","Container ship",-2.10504436541244,-0.178767665191772,-0.375557421515123
"9122655","DON CARLOS","Vehicle carrier",-0.1151367615219,0.0320530871475159,0.000415744623384758
"9122899","EVOLUTION","Bulk carrier",-1.74480558764589,0.0557699707182768,0.0589440280865226
"9122930","GLOVIS CORONA","Vehicle carrier",-1.03523517541514,0.0276984851801088,-0.0117191441193807
"9122942","GLOVIS COMET","Vehicle carrier",0.192154809757741,0.0295391060554495,-0.0224846685800899
"9122966","ASIAN VISION","Vehicle carrier",0.0674485228831421,0.0162994528318079,-0.0257183509238682
"9123099","LADY RANIA","General cargo ship",-1.98481418846068,0.0630559923485466,0.0478562440351348
"9123788","MONTE DA GUIA","Container ship",0.489421601483276,-0.138165077132819,0.0314932996009907
"9123960","FUTURE ID","Bulk carrier",-2.11209433804751,0.0693217612102971,0.0535939721725646
"9124469","STOLT ACHIEVEMENT","Chemical tanker",-1.04288444092271,0.0543357669065289,0.0347359364060466
"9124471","STOLT PERSEVERANCE","Chemical tanker",-1.406051673135,0.0640233079802435,0.0397651086730066
"9124926","SUNNY LYNN","General cargo ship",-2.11084183162696,0.0479658044659716,0.0127540542935105
"9125217","PRINCE HADI","General cargo ship",-1.6592560382271,0.0474427013817496,0.0267871204842639
"9125229","PRINCE FAROUK","General cargo ship",-2.05256374664431,0.0646138897507703,0.0480761700270977
"9125279","NORMAN","Chemical tanker",-1.36559593748677,0.0282397513293616,0.0324401001260758
"9125384","BLUE CARRIER 2","Ro-ro ship",1.01112924034358,-0.25798132081482,-0.109469362639007
"9125566","TQ SAMSUN","Bulk carrier",-1.20043223504544,0.0518403370632543,0.0517433156066232
"9126223","LAURA","General cargo ship",0.647453689029656,-0.137249936099617,0.0608832405546127
"9126235","HJORDIS","General cargo ship",0.437020002028532,-0.122069196714916,0.0595973535463438
"9126247","MARJATTA","General cargo ship",0.462512400443236,-0.11998526590013,0.0694872227444417
"9126742","ROZA A","Container ship",-0.770105681030054,0.00444232439098658,0.0506723203085017
"9126754","TOMRIZ A","Container ship",-0.828648108365887,0.0240852748562416,0.0444176201209571
"9126766","CORELLI","Container ship",-0.605467862409152,0.00579781132297408,0.0479344926655337
"9126924","LEYLA KALKAVAN","Container ship",-1.92246881562883,0.0446232486873308,0.0117834977348433
"9126998","TITAN","Container ship",-1.41280046015992,0.00339240861718119,-0.0192184814519157
"9127007","JAGUAR","Container ship",-0.653497450718586,-0.0123815047181244,0.00725704910948631
"9127459","ALLEGRI","Container ship",0.25372990451188,-0.037286584557518,0.0633056028981462
"9127540","MSC HIMANSHI","Container ship",-1.96217095602395,0.0588898961918656,0.0389372132057547
"9127928","SIERRA QUEEN","Refrigerated cargo carrier",-0.561519884914931,-0.00203108860953742,-0.00701971747415696
"9128049","CROWN GARNET","Refrigerated cargo carrier",-1.07825897674066,0.0260163005268181,-0.0287503545895046
"9128051","CROWN JADE","Refrigerated cargo carrier",-1.17274233112101,0.0326596523023028,-0.0114789023342638
"9128063","CROWN OPAL","Refrigerated cargo carrier",-0.466820812374058,0.0318218346435736,-0.0146359036297961
"9128104","LOLO GATE","Bulk carrier",-1.29385232320185,0.0487923077945884,0.0511420038346357
"9128154","AGORA","Bulk carrier",-2.03852150720826,0.0681715934697895,0.0562448871686439
"9129263","BALTIC BRIGHT","Ro-ro ship",0.255849690410775,-0.0514255469447002,-0.0405577277787951
"9129469","PERSEUS","Container ship",1.15346838501587,-0.0139590067955913,-0.00486139201374888
"9129598","ARK FUTURA","Ro-ro ship",1.48354015507901,-0.0531040210152477,-0.108144799615747
"9129873","MSC ALEXA","Container ship",-1.98801977491881,0.0524346377451579,0.0234595370591195
