"IMO Number...1","Name...2","Ship type","PC1","PC2","PC3"
"8918978","MSC SUEZ","Container ship",2.44256748898805,0.792774192541185,0.0574280036045924
"8918980","MSC JORDAN III","Container ship",3.08092802930242,0.649402375678044,0.407223500775465
"8919788","ANNABELLA","General cargo ship",-1.72811285402593,-0.318237646508692,-0.107579053766317
"8919879","AMINAH STAR","General cargo ship",-1.60738400380285,-0.0879624418864834,0.219837492820824
"8920141","FUJI BAY","Refrigerated cargo carrier",-1.58347234889078,-0.262421393315345,-0.0779026221094516
"8920995","GREEN CRYSTAL","Refrigerated cargo carrier",-1.55218326186789,-0.185614496850171,-0.00234397962816597
"8972259","LEONID ZAYAKIN","General cargo ship",-1.98321740692088,-0.389223750727124,-0.301029067687998
"8972261","ALEKSANDR ANTONOV","General cargo ship",-1.82643133578038,-0.240306154239541,-0.0289259824912541
"8986365","GRIGORY MALOV","General cargo ship",-1.92813923475055,-0.33496382685666,-0.213049287391588
"8986389","YURIY POLTORATZKIY","General cargo ship",-2.02469221347814,-0.428015677836955,-0.3669567976404
"9000742","MSC JENNY II","Container ship",0.444099964770431,1.22134899468563,0.332787298560048
"9002647","MIMER","Ro-ro ship",-1.54660948266839,-0.104701336648934,0.247885885457704
"9004231","MSC ESHA F","Container ship",-0.894827458869541,0.449253172650985,0.531507233644533
"9004413","W M F EXPRESS","Other ship types",-1.89765559752026,-0.494938414653477,-0.438328568805091
"9007489","JORGEN REEFER","Refrigerated cargo carrier",-1.89354908014669,-0.538279820768582,-0.495984036803167
"9007867","AYA M","Ro-ro ship",0.43069353519748,1.06623227993139,1.85673908903414
"9008732","BALTIC PEARL","Refrigerated cargo carrier",-1.64693565969127,-0.481787186797537,-0.391507105504789
"9010929","ZIRCONE","Oil tanker",-0.893355319831423,1.11703514192225,-0.355448193339817
"9014444","PRINCE OF SEAS","Refrigerated cargo carrier",-1.41855336377564,-0.036392569753029,0.399063058293119
"9014755","BALTIC WINTER","Refrigerated cargo carrier",-1.09122682103608,-0.483469540977541,-0.155282044631955
"9015187","HELLAS STREAM","Refrigerated cargo carrier",0.984678545415926,1.16699668053577,-0.203245514478816
"9015199","NEDERLAND STREAM","Refrigerated cargo carrier",-0.0999056079544022,-0.09118101567641,0.0988180257058866
"9015204","BELUGA REEFER","Refrigerated cargo carrier",-2.12889578718255,-0.576204981480997,-0.61662649640543
"9015577","ZEYNEP KIRAN","Bulk carrier",-1.7940466190351,-0.35943300724928,-0.211343572172745
"9016674","BALTIC PERFORMER","Refrigerated cargo carrier",-1.18193255519494,-0.384195374665379,-0.0389637509990367
"9018658","SOL DO BRASIL","Refrigerated cargo carrier",-1.1040185806917,-0.215198232112414,-0.145573090444589
"9019640","RUNAWAY BAY","Refrigerated cargo carrier",-1.48000540945041,-0.342217381456139,-0.126794139997302
"9019652","ACONCAGUA BAY","Refrigerated cargo carrier",-1.65342810639616,-0.403723610678023,-0.241353652928387
"9020340","MARTINE A","Container ship",-2.01723045748433,-0.421154053210278,-0.571578064921522
"9020352","INGA A","Container ship",-2.0094623416632,-0.514218894324428,-0.501879361892519
"9021332","YOUNG SHIN","Ro-ro ship",-1.64904010622995,-0.438833199296052,-0.392742023641182
"9030137","ITALIA STREAM","Refrigerated cargo carrier",-0.792379811806005,0.693394560700677,-0.619373885743007
"9030149","SWEDISH STREAM","Refrigerated cargo carrier",1.6585208680503,0.386475923377208,0.508741355963801
"9034731","KAPIDAG","Chemical tanker",-1.12564888309241,0.401537340006674,0.789741345970517
"9034743","AYSENAZ","Chemical tanker",-0.888375774742377,0.406751558967445,1.08378064399431
"9038323","AUTUMN STREAM","Refrigerated cargo carrier",-0.791899330508991,-0.308199608256746,-0.00636743386716896
"9038488","BALTIC PATRIOT","Refrigerated cargo carrier",-1.2448675574696,-0.480601424315541,-0.214733960812874
"9038907","MSC ROBERTA V","Container ship",1.89405418112642,0.482637386209649,-0.0901601763595982
"9038945","DUNEDIN STAR","Refrigerated cargo carrier",-1.09159376956024,-0.411665354691369,-0.125461509976698
"9039250","MSC JOY","Container ship",1.06190965818025,3.09041889046144,-0.435218070073187
"9045168","WATER PHOENIX","Refrigerated cargo carrier",-1.37095072534776,-0.233274899234061,0.123679541878384
"9045792","GREEN BRAZIL","Refrigerated cargo carrier",-0.006035951893652,0.166994489474593,1.01649361842957
"9045924","PACIFIC MERMAID","Refrigerated cargo carrier",-1.39016880900538,-0.305608862032279,-0.125262909585862
"9046368","FREESIA","Other ship types",-1.85699888524361,-0.36926989617817,-0.244127518046021
"9046423","TONY STARK","General cargo ship",-0.354438715456383,0.121429246877996,0.55817083105873
"9046502","DOLE AMERICA","Refrigerated cargo carrier",2.36455790504712,-0.0445155196730402,1.66503891368878
"9046514","DOLE EUROPA","Refrigerated cargo carrier",2.35121315698375,-0.0797009604397528,1.59637572760706
"9046526","DOLE ASIA","Refrigerated cargo carrier",2.34588292091211,-0.180886441972563,1.43459726597678
"9046538","DOLE AFRICA","Refrigerated cargo carrier",2.52775817929564,-0.193228012708305,1.50639165827247
"9047245","LAGOON PHOENIX","Refrigerated cargo carrier",-1.20693292868307,-0.0939681165699971,0.303229086435292
"9047764","BOW FAGUS","Chemical tanker",-0.641264157585935,-0.297991444405775,0.214141373768955
"9050814","MARION DUFRESNE","Other ship types",-0.340682181284621,0.673182354767774,0.619236483427066
"9051507","MSC KRITTIKA","Container ship",-0.998228103879817,-0.357375542080965,0.070865517272021
"9051791","COLD STREAM","Refrigerated cargo carrier",-1.89476256664883,-0.484323188565234,-0.504974389005406
"9053505","HAE SHIN","Vehicle carrier",-1.14125646063726,-0.310278800361321,-0.0445042095546438
"9053658","REGAL BAY","Refrigerated cargo carrier",-1.58580007324287,-0.267463804693065,-0.107580445203691
"9055709","FEGULUS","Refrigerated cargo carrier",-1.2200320386115,-0.243843656637442,0.130322556672725
"9057123","ORANGE WAVE","Refrigerated cargo carrier",0.638019299608779,-0.0718994307438661,0.97277862004326
"9060730","SKIPPER PLANET","Bulk carrier",-2.00925820164692,-0.508139109238868,-0.480597495704898
"9064281","GRIT CEMENT II","Bulk carrier",-2.0582874454199,-0.451233541677009,-0.414158705991803
"9064748","MED BEYKOZ","Container ship",-0.142612865455747,1.19977156054288,-0.235391465228999
"9064750","MSC ELEONORA III","Container ship",-0.902550935527965,0.480715830130628,0.307711776149777
"9064839","RAMI M","Other ship types",-0.888133495286157,-0.211438797603871,0.275884524245776
"9065405","SCHELDE HIGHWAY","Vehicle carrier",0.0142130751007469,1.96696296794196,1.50176635311698
"9065417","WESER HIGHWAY","Vehicle carrier",0.010577454311558,1.9225259209668,1.39494671225988
"9070424","ZEINAB","Bulk carrier",-1.64448268517944,-0.436590502866073,-0.252229432653181
"9070474","SILVER  GLORY","Vehicle carrier",1.04025711137942,0.307789901788158,1.13584123700943
"9073402","CALLISTO","Refrigerated cargo carrier",-1.92419046038694,-0.484689010428071,-0.420698606916458
"9073701","SANG SHIN","Vehicle carrier",-1.94167663903547,-0.477619081138647,-0.56114323687944
"9074042","MSC POLARIS","Container ship",1.24715669934152,0.0440109623718202,-0.524194756178141
"9075709","HOEGH TRIDENT","Vehicle carrier",-1.67556448204132,-0.483283759781645,-0.465243798945451
"9075711","HOEGH TROOPER","Vehicle carrier",1.38785348371293,0.252320098697908,0.782374617333945
"9076387","AL KARRAR","Bulk carrier",-1.94519041590971,-0.50866334248139,-0.453401548688085
"9082609","HAROUN BEY","Bulk carrier",-1.96641632494928,-0.459179326379441,-0.402050756918978
"9082623","MATIN BEY","Bulk carrier",-1.8645475312665,-0.464667117513824,-0.373284722458537
"9083043","NANTO","Container ship",0.627463539265208,1.87201092777098,0.142738786390603
"9083055","MONTE BRASIL","Container ship",0.192943843162833,2.42329355322732,-0.305491752102665
"9084217","PRINCESS MANISSA","Bulk carrier",-2.12771635725894,-0.564773913762495,-0.594126931032193
"9084229","ROYAL O","Bulk carrier",-1.7812423526901,-0.368625914653527,-0.198583976500861
"9084255","MR TRADER","Bulk carrier",-2.1356393604243,-0.554483428666644,-0.584627089286704
"9084607","MSC NITA","Container ship",-0.125185103426165,0.33324614054362,0.726235842931123
"9085534","KOTKA","Container ship",-0.751158638762663,-0.795244561208438,-0.414869347255476
"9085546","KLEVEN","Container ship",-0.0947067919924366,-0.557212051423014,-0.263639141925214
"9085558","KARLSKRONA","Container ship",1.28877172083708,-0.212101791129563,-0.675132341148319
"9085675","ALKADI BEY","Bulk carrier",-1.3970167368858,-0.053131066782203,0.14634034645842
"9085895","REK R","Bulk carrier",-1.83777244778896,-0.328624044960929,-0.221648871948267
"9085900","ADOMY","Bulk carrier",-2.04183984056806,-0.461360665782993,-0.418767517709321
"9086526","RAZONI","Bulk carrier",-1.96368976678491,-0.468549112869861,-0.407115807894144
"9087350","SCA OBBOLA","Ro-ro ship",3.15579457692391,4.99406642083507,-0.460232081315729
"9087362","SCA OSTRAND","Ro-ro ship",3.1445960847778,4.89539781780813,-0.304189372276147
"9087374","SCA ORTVIKEN","Ro-ro ship",2.82654428430789,4.62323883479316,-0.15384230259866
"9088249","PIRANHA","Vehicle carrier",1.48248006536358,-0.13986779709092,1.0354053994841
"9088524","AEOLUS","Container ship",-1.12010799382228,-0.34995709108104,-0.14054817037276
"9100255","IRENA ARCTICA","Container ship",-2.03001890499567,-0.495814426201591,-0.522027958646168
"9100530","DOGA K","General cargo ship",-2.12876680124603,-0.509721244393619,-0.517648856887139
"9101730","SPLITTNES","Bulk carrier",0.0779863693010897,1.8073886676678,1.58300411151753
"9102069","STOLT INNOVATION","Chemical tanker",-1.03283575004484,0.00481387532326333,-0.545659390897453
"9102071","STOLT CONFIDENCE","Chemical tanker",-1.4414253791273,-0.518486681351258,-0.400705146810222
"9102083","STOLT INSPIRATION","Chemical tanker",0.0631851477048047,-0.127085468513811,0.104398283619824
"9102100","STOLT INVENTION","Chemical tanker",0.542480710955037,-0.431211479876588,0.228932858122035
"9103350","MEDKON GEMLIK","Container ship",-2.15584152492779,-0.5301735910594,-0.567124933914574
"9103374","MEDKON IZMIR","Container ship",-2.16401514659068,-0.551607436347498,-0.590704056562202
"9103386","MEDKON ISTANBUL","Container ship",-2.1154440576241,-0.495059975931432,-0.498896717115644
"9103398","ENIGMA","Gas carrier",-1.73054239855067,-0.279955532782949,-0.318001540806052
"9103685","MSC BRIANNA","Container ship",-1.05471382337419,-0.609930875192319,-0.420488503855435
"9104263","RO QUEEN","Ro-ro ship",-1.91865906457586,-0.256000130728514,-0.399014569514137
"9104811","SAKAR","Bulk carrier",-0.656754290463561,0.0568847956138216,0.76082069791323
"9106479","MED CORLU","Container ship",-1.39625139592028,-0.145569176539334,-0.0551578166623228
"9106493","MED DENIZLI","Container ship",-1.5781673083799,-0.319800006142595,-0.211065009586992
"9107681","WADI ALARAB","Bulk carrier",-1.63049316241151,-0.54756480646996,-0.413465496019932
"9108063","PIRITA","Container ship",-0.136978728808088,1.82562266470013,0.259165282704639
"9108128","LISBON EXPRESS","Container ship",1.98278806810336,0.701694645141013,0.773986482106537
"9108130","VALENCIA EXPRESS","Container ship",1.77598416031049,1.22246681889806,-0.0457649704147518
"9108398","MSC TIANA F","Container ship",0.393724287085799,0.580069410671009,0.918317406992125
"9108740","BERGSTRAUM","Chemical tanker",0.0790237921643835,2.10809931801433,0.756186064117683
"9109378","SEA STAR 74","Bulk carrier",-1.24529192771494,-0.293217462241888,0.0897847467979511
"9109512","POLARIS Z","Bulk carrier",-1.87214382130303,-0.376168470904837,-0.270081696784356
"9109536","IDA","Bulk carrier",-1.11461600278247,-0.157812784237272,0.315318332347919
"9109548","OLGA","Bulk carrier",-1.08103481740364,0.0173903337950054,0.392921425299222
"9110315","SANN  TRO","Bulk carrier",-1.7733550919615,-0.322404567887052,-0.12809530233514
"9110339","MUSTAFA BEY","Bulk carrier",-2.00825020150151,-0.511017460441155,-0.482608147786172
"9110377","MSC SAMANTHA VI","Container ship",4.43516697739406,1.01939643652117,-0.564150679159197
"9110389","MSC KATYAYNI","Container ship",3.30373204095051,-0.186714771809298,-0.412532829218622
"9110391","MSC DYMPHNA","Container ship",4.40711904516223,1.87660023433688,-1.32836497902781
"9111357","OSMAN BEY","Bulk carrier",-1.78140675570172,-0.383677665044053,-0.230415369680268
"9112466","MN TOUCAN","Ro-ro ship",-0.405430609120041,1.41016531602682,0.0342978694890295
"9113446","MSC CLAUDIA","Container ship",-0.599303394560129,0.557047367987666,1.09922513992212
"9113719","ALONDRA","Other ship types",-0.509935158166207,0.483955503930229,1.43429171677549
"9113850","NANA LEEN","Bulk carrier",-0.934230029630192,-0.0119905033585118,0.588475498061649
"9114232","BOW FAITH","Chemical tanker",-0.361870944345223,-0.112680782946161,0.265795138967389
"9114244","BOW CARDINAL","Chemical tanker",-1.1850942511604,-0.391920251780212,-0.146026104956522
"9114347","MEDKON RIZE","Container ship",-2.1955408268845,-0.574956762936671,-0.633240026988465
"9114543","ADAM-A","Bulk carrier",-1.18614006108037,-0.228883535234021,0.192488977084251
"9114610","DYNAMIC M","Bulk carrier",-1.45603231653289,-0.186765233878532,0.169473205816451
"9116369","MSC SENA","Container ship",0.653124135110854,0.464864247763623,0.0870928163609767
"9116448","NACC INDIAN","General cargo ship",-1.74194474427655,-0.345421894367218,-0.167014007826139
"9116515","GRIT CEMENT III","General cargo ship",0.19965374214391,0.592317822909825,1.6300987175871
"9117416","LITA","Bulk carrier",-1.80898934215839,-0.388133291977769,-0.225751966352159
"9117832","AMANO-T","Bulk carrier",-1.90673758362728,-0.470916317271371,-0.397108991267196
"9117985","COMMODORE GOODWILL","Ro-ro ship",-1.96080067189971,-0.471042757438849,-0.414915573370342
"9118147","YARA J","Bulk carrier",-1.58978106203716,-0.377406212673256,-0.145916822336586
"9118238","SMS CAYENNE","Bulk carrier",-1.62493002488424,0.0901237050619389,0.51234505487802
"9118252","BELLA NADIA","Bulk carrier",-1.3525880438159,0.211014483705895,0.612222650168054
"9118264","SAMENTHA","Bulk carrier",-1.67856557865057,-0.255269115077671,-0.110308621711559
"9118496","CHRISTINA","Chemical tanker",0.0640939691941146,2.19323863842883,0.997734710036767
"9118513","SKY LIGHT","Container ship",-1.86254862699307,-0.355143530221018,-0.382045597015463
"9120205","SIERRA LARA","Refrigerated cargo carrier",-1.60325684459652,-0.135229338417984,0.103027205778213
"9120243","MT BANDIRMA","Chemical tanker",-1.67715886659286,-0.255357482017198,-0.0318999381152405
"9120853","MSC FIE X","Container ship",1.07375806066722,0.293459607911005,-0.981838459576715
"9121273","ENDURANCE","Ro-ro ship",2.45106749510181,-0.102120421546894,1.07654959456841
"9121998","MYKINES","Ro-ro ship",3.80435340262029,3.61810463669301,-0.00948256552130975
"9122007","BORE BAY","Ro-ro ship",1.47748678223188,2.34932686087115,0.570783203295846
"9122473","DHANU","Container ship",-2.102956458417,-0.558759975248637,-0.587966995021213
"9122655","DON CARLOS","Vehicle carrier",-0.111975260880409,-0.251572222315848,-0.00519920883285587
"9122899","EVOLUTION","Bulk carrier",-1.74240355697162,-0.194703088762115,0.0667110674995883
"9122930","GLOVIS CORONA","Vehicle carrier",-1.03324270683471,-0.379063583034288,-0.295702121464738
"9122942","GLOVIS COMET","Vehicle carrier",0.199192712025145,-0.36361784524912,0.218104193056049
"9122966","ASIAN VISION","Vehicle carrier",0.0704031173482087,-0.232262868019061,-0.114778794269908
"9123099","LADY RANIA","General cargo ship",-1.98515615877158,-0.483543410241999,-0.432036620705132
"9123788","MONTE DA GUIA","Container ship",0.475090253903923,2.76879131327871,-0.156328708319634
"9123960","FUTURE ID","Bulk carrier",-2.11343190790713,-0.55343582868094,-0.572940130588378
"9124469","STOLT ACHIEVEMENT","Chemical tanker",-1.04178629761319,-0.389609527487782,-0.300495274088058
"9124471","STOLT PERSEVERANCE","Chemical tanker",-1.40560674987803,-0.540141850980504,-0.418516636544499
"9124926","SUNNY LYNN","General cargo ship",-2.11208958187881,-0.58875868167221,-0.626079867292186
"9125217","PRINCE HADI","General cargo ship",-1.65753382512325,-0.376028544077043,-0.184910510337895
"9125229","PRINCE FAROUK","General cargo ship",-2.05337115753333,-0.514764620264698,-0.498738859243286
"9125279","NORMAN","Chemical tanker",-1.36146291599056,0.057950351491687,0.370910586432555
"9125384","BLUE CARRIER 2","Ro-ro ship",0.986279420230754,3.31225375775989,-1.1874167628369
"9125566","TQ SAMSUN","Bulk carrier",-1.19570726622997,-0.138805951472234,0.326721122267979
"9126223","LAURA","General cargo ship",0.636379503155949,3.09295277540712,0.447603633960683
"9126235","HJORDIS","General cargo ship",0.426657280200462,2.8180298251207,0.369217088958974
"9126247","MARJATTA","General cargo ship",0.451874899252474,2.87854000631605,0.383949488654283
"9126742","ROZA A","Container ship",-0.76671201503723,0.668716598003329,0.651207630499856
"9126754","TOMRIZ A","Container ship",-0.822503284202411,0.304068782408702,0.732235981667307
"9126766","CORELLI","Container ship",-0.600401156737193,0.650714727409253,0.81294464631606
"9126924","LEYLA KALKAVAN","Container ship",-1.92258099071472,-0.520903216386591,-0.465074269948077
"9126998","TITAN","Container ship",-1.41097479213115,-0.0736002879219502,-0.0301867676825528
"9127007","JAGUAR","Container ship",-0.65239304316309,0.502671819469746,0.216033701562594
"9127459","ALLEGRI","Container ship",0.254115399274768,1.53815034561508,0.801997188511903
"9127540","MSC HIMANSHI","Container ship",-1.96257695604206,-0.503129338012177,-0.453805376280984
"9127928","SIERRA QUEEN","Refrigerated cargo carrier",-0.551739403636283,0.301909064267769,1.09805587522658
"9128049","CROWN GARNET","Refrigerated cargo carrier",-1.07501357103335,-0.503261848443866,-0.147912693853716
"9128051","CROWN JADE","Refrigerated cargo carrier",-1.17100993940207,-0.472019274793486,-0.247117592678479
"9128063","CROWN OPAL","Refrigerated cargo carrier",-0.461821555396753,-0.396065389728104,0.134128506166102
"9128104","LOLO GATE","Bulk carrier",-1.28909786429496,-0.0959218306489,0.353332268195853
"9128154","AGORA","Bulk carrier",-2.03946970847573,-0.499263551529467,-0.500111823271707
"9129263","BALTIC BRIGHT","Ro-ro ship",0.270935695438451,0.933198663148705,2.0028412346798
"9129469","PERSEUS","Container ship",1.1729399323569,0.769959599504348,2.36826717205695
"9129598","ARK FUTURA","Ro-ro ship",1.49512805217168,0.343027828415605,1.07463455555307
"9129873","MSC ALEXA","Container ship",-1.98865157961029,-0.554593047530136,-0.544252783554692
"9131955","MINCHAH","Vehicle carrier",-2.06936641774062,-0.47608165994012,-0.534826664520808
"9131993","SC CONNECTOR","Ro-ro ship",0.944715359718385,2.27685743634512,1.29637322391281
"9132014","EOS","Ro-ro ship",-0.357152297571183,0.148322713148918,-0.219768067788541
"9132480","KLC ERCIYES","Bulk carrier",-1.76481543290145,-0.288873288455019,-0.0907253886675122
"9132492","AZARA","Bulk carrier",-1.20809774923335,0.168229099606486,0.360621905082603
"9134153","WEC MAJORELLE","Container ship",0.120672595972171,1.79427921361981,1.52786398345924
"9135468","NACC KINGDOM","Bulk carrier",-1.94281638357517,-0.457819725326739,-0.384444775251946
